Year Month,Postal Code,Customer Class,Total Gallons
201204,78756,City of Austin,21600
201204,78756,Irrigation - City of Austin,0
201204,78756,Irrigation - Commercial,952800
201204,78757,Irrigation - City of Austin,0
201204,78757,Irrigation - Commercial,495600
201204,78757,Commercial,15121200
201204,78757,City of Austin,1031300
201204,78758,City of Austin,762700
201204,78758,Irrigation - City of Austin,3462100
201204,78758,Irrigation - Commercial,6075800
201204,78758,Commercial,48088700
201204,78759,Irrigation - City of Austin,100
201204,78759,Austin Water Utility,0
201204,78759,Commercial,37671700
201204,78759,City of Austin,11300
201204,78759,Irrigation - Commercial,6176500
201205,78613,Irrigation - Commercial,1584500
201205,78613,Commercial,3399300
201205,78617,Irrigation - City of Austin,0
201205,78617,Irrigation - Commercial,1124500
201205,78617,City of Austin,8143700
201205,78617,Commercial,12551200
201205,78617,Austin Water Utility,77700
201205,78640,Commercial,113500
201205,78652,Irrigation - Commercial,36200
201205,78652,Commercial,293400
201205,78653,Commercial,460100
201205,78653,Irrigation - Commercial,482200
201205,78653,Wholesale,1000
201205,78660,Irrigation - Commercial,1885400
201205,78660,Wholesale,27251400
201205,78660,Commercial,3887500
201205,78701,Commercial,76089200
201205,78701,Irrigation - City of Austin,538200
201205,78701,Irrigation - Commercial,3596000
201205,78701,City of Austin,7307700
201205,78701,Large Volume,2151000
201205,78701,Austin Water Utility,140000
201205,78702,Austin Water Utility,96000
201205,78702,City of Austin,2114000
201205,78702,Irrigation - Commercial,1587700
201205,78702,Commercial,27382700
201205,78702,Irrigation - City of Austin,490200
201205,78703,Commercial,13358200
201205,78703,City of Austin,1733800
201205,78703,Austin Water Utility,10300
201205,78703,Irrigation - City of Austin,84000
201205,78703,Irrigation - Commercial,1917500
201205,78704,Irrigation - City of Austin,102700
201205,78704,Irrigation - Commercial,5006400
201205,78704,Austin Water Utility,14800
201205,78704,City of Austin,2672000
201205,78704,Commercial,39481000
201205,78705,City of Austin,84700
201205,78705,Commercial,32941900
201205,78705,Irrigation - City of Austin,2600
201205,78705,Irrigation - Commercial,8311000
201205,78705,Large Volume,2765200
201205,78712,Irrigation - Commercial,879300
201205,78712,Commercial,9690800
201205,78712,Irrigation - City of Austin,0
201205,78712,Large Volume,18017700
201205,78712,Irrigation - Large Volume,18702100
201205,78717,City of Austin,0
201205,78717,Irrigation - Commercial,4569000
201205,78717,Commercial,4851200
201205,78717,Irrigation - City of Austin,5700
201205,78719,Irrigation - City of Austin,455200
201205,78719,Wholesale,1477300
201205,78719,Austin Water Utility,264900
201205,78719,Irrigation - Commercial,584200
201205,78719,City of Austin,3590100
201205,78719,Commercial,3652100
201205,78721,Irrigation - City of Austin,132000
201205,78721,Commercial,7498900
201205,78721,City of Austin,200400
201205,78721,Irrigation - Commercial,645900
201205,78721,Austin Water Utility,5800
201205,78722,City of Austin,17900
201205,78722,Irrigation - City of Austin,539900
201205,78722,Irrigation - Commercial,971200
201205,78722,Commercial,4486000
201205,78723,Irrigation - City of Austin,213200
201205,78723,Irrigation - Commercial,1221700
201205,78723,Commercial,14282400
201205,78723,City of Austin,2716500
201205,78724,Commercial,7299200
201205,78724,City of Austin,6061200
201205,78724,Irrigation - Commercial,4932000
201205,78724,Irrigation - City of Austin,0
201205,78724,Austin Water Utility,0
201205,78725,Wholesale,1180400
201205,78725,Austin Water Utility,505900
201205,78725,Commercial,5834400
201205,78725,Large Volume,29871600
201205,78725,Irrigation - Commercial,581600
201205,78725,City of Austin,29000
201205,78726,Commercial,8027600
201205,78726,Irrigation - Commercial,2719500
201205,78726,City of Austin,300000
201205,78726,Austin Water Utility,0
201205,78727,Commercial,13369600
201205,78727,City of Austin,25400
201205,78727,Irrigation - City of Austin,900
201205,78727,Irrigation - Commercial,5273100
201205,78728,Commercial,3674900
201205,78728,Irrigation - Commercial,2340400
201205,78728,Wholesale,40707200
201205,78728,Large Volume,3403000
201205,78729,Commercial,11124000
201205,78729,Wholesale,41527200
201205,78729,City of Austin,13700
201205,78729,Irrigation - Commercial,5878900
201205,78729,Irrigation - City of Austin,0
201205,78730,Commercial,2467600
201205,78730,Irrigation - Commercial,2857300
201205,78731,City of Austin,142900
201205,78731,Irrigation - City of Austin,22300
201205,78731,Commercial,17750700
201205,78731,Irrigation - Commercial,4929700
201205,78731,Austin Water Utility,0
201205,78732,Commercial,547800
201205,78735,Commercial,9060900
201205,78735,Irrigation - Commercial,3794600
201205,78735,Austin Water Utility,4000
201205,78735,Wholesale,363600
201205,78735,City of Austin,298000
201205,78735,Large Volume,18223000
201205,78736,Commercial,1538300
201205,78736,Irrigation - Commercial,198900
201205,78737,Commercial,623000
201205,78737,Irrigation - Commercial,200100
201205,78737,Wholesale,464100
201205,78739,Irrigation - City of Austin,9000
201205,78739,Irrigation - Commercial,2512300
201205,78739,Commercial,1461700
201205,78739,City of Austin,9000
201205,78739,Wholesale,18478700
201205,78741,City of Austin,269700
201205,78741,Large Volume,39956000
201205,78741,Irrigation - City of Austin,2253300
201205,78741,Austin Water Utility,35000
201205,78741,Commercial,18721200
201205,78741,Irrigation - Commercial,3764300
201205,78742,Commercial,564100
201205,78742,Irrigation - Commercial,52700
201205,78744,Irrigation - City of Austin,1993000
201205,78744,Irrigation - Commercial,5942600
201205,78744,City of Austin,1322900
201205,78744,Commercial,27463100
201205,78744,Austin Water Utility,320000
201205,78744,Wholesale,1632300
201205,78745,Commercial,28980700
201205,78745,City of Austin,1703800
201205,78745,Irrigation - City of Austin,41800
201205,78745,Irrigation - Commercial,5910400
201205,78745,Wholesale,7298000
201205,78746,City of Austin,1694000
201205,78746,Irrigation - City of Austin,53300
201205,78746,Commercial,13799700
201205,78746,Wholesale,112193300
201205,78746,Irrigation - Commercial,4299100
201205,78747,Wholesale,2994800
201205,78747,Irrigation - Commercial,1172500
201205,78747,Austin Water Utility,1134200
201205,78747,Commercial,1186100
201205,78748,Irrigation - City of Austin,25900
201205,78748,City of Austin,56600
201205,78748,Commercial,12949500
201205,78748,Irrigation - Commercial,5582800
201205,78748,Wholesale,530500
201205,78749,Irrigation - City of Austin,23400
201205,78749,Austin Water Utility,100
201205,78749,Wholesale,2428400
201205,78749,City of Austin,462700
201205,78749,Commercial,11441000
201205,78749,Irrigation - Commercial,8762800
201205,78750,Austin Water Utility,511400
201205,78750,Irrigation - Commercial,6760300
201205,78750,Irrigation - City of Austin,83400
201205,78750,City of Austin,81400
201205,78750,Commercial,9836400
201205,78751,Irrigation - Commercial,952800
201205,78751,City of Austin,64000
201205,78751,Commercial,19897500
201205,78751,Irrigation - City of Austin,1137000
201205,78752,Irrigation - City of Austin,0
201205,78752,City of Austin,32200
201205,78752,Commercial,24494900
201205,78752,Irrigation - Commercial,2425600
201205,78753,Commercial,31884200
201205,78753,Austin Water Utility,500
201205,78753,Irrigation - Commercial,11444000
201205,78753,Irrigation - City of Austin,422000
201205,78753,City of Austin,23700
201205,78754,Austin Water Utility,90700
201205,78754,Irrigation - City of Austin,0
201205,78754,Large Volume,141668500
201205,78754,City of Austin,277000
201205,78754,Commercial,12697600
201205,78754,Irrigation - Commercial,5409500
201205,78756,Irrigation - City of Austin,0
201205,78756,Irrigation - Commercial,621100
201205,78756,Commercial,9421400
201205,78756,City of Austin,23200
201205,78756,Austin Water Utility,12900
201205,78757,City of Austin,773600
201205,78757,Irrigation - Commercial,921000
201205,78757,Commercial,16920500
201205,78757,Irrigation - City of Austin,36100
201205,78758,Commercial,47919300
201205,78758,Irrigation - City of Austin,3999400
201205,78758,Irrigation - Commercial,10736900
201205,78758,City of Austin,760900
201205,78759,Irrigation - Commercial,10543600
201205,78759,Commercial,41155500
201205,78759,Austin Water Utility,0
201205,78759,City of Austin,195000
201205,78759,Irrigation - City of Austin,100
201206,78613,Irrigation - Commercial,2047400
201206,78613,Commercial,3856500
201206,78617,City of Austin,12002600
201206,78617,Commercial,9942700
201206,78617,Irrigation - City of Austin,0
201206,78617,Austin Water Utility,122500
201206,78617,Irrigation - Commercial,1090700
201206,78640,Commercial,107200
201206,78652,Commercial,297300
201206,78652,Irrigation - Commercial,44400
201206,78653,Commercial,1006000
201206,78653,Irrigation - Commercial,582500
201206,78653,Wholesale,0
201206,78660,Commercial,4435600
201206,78660,Wholesale,29184700
201206,78660,Irrigation - Commercial,2642000
201206,78701,Irrigation - Commercial,4662500
201206,78701,Large Volume,1793000
201206,78701,Irrigation - City of Austin,871500
201206,78701,Commercial,82239700
201206,78701,City of Austin,9418000
201206,78701,Austin Water Utility,160000
201206,78702,Irrigation - City of Austin,680400
201206,78702,Irrigation - Commercial,2229000
201206,78702,Austin Water Utility,68900
201206,78702,City of Austin,5605100
201206,78702,Commercial,26272400
201206,78703,Austin Water Utility,11700
201206,78703,Commercial,15761900
201206,78703,Irrigation - Commercial,2007700
201206,78703,Irrigation - City of Austin,128700
201206,78703,City of Austin,4088700
201206,78704,City of Austin,4998200
201206,78704,Irrigation - City of Austin,107200
201206,78704,Commercial,40367900
201206,78704,Irrigation - Commercial,6046800
201206,78704,Austin Water Utility,21100
201206,78705,Irrigation - City of Austin,1300
201206,78705,Irrigation - Commercial,11027400
201206,78705,Commercial,31934300
201206,78705,City of Austin,205200
201206,78705,Large Volume,2481300
201206,78712,Irrigation - Large Volume,22902900
201206,78712,Large Volume,18228000
201206,78712,Commercial,9167200
201206,78712,Irrigation - City of Austin,0
201206,78712,Irrigation - Commercial,974600
201206,78717,Irrigation - City of Austin,0
201206,78717,Commercial,6488700
201206,78717,Irrigation - Commercial,8213800
201206,78717,City of Austin,0
201206,78719,Commercial,4189300
201206,78719,Irrigation - Commercial,714600
201206,78719,Wholesale,1728900
201206,78719,Austin Water Utility,536000
201206,78719,City of Austin,3614700
201206,78719,Irrigation - City of Austin,461700
201206,78721,City of Austin,3717100
201206,78721,Commercial,8314500
201206,78721,Irrigation - Commercial,1034900
201206,78721,Irrigation - City of Austin,126300
201206,78721,Austin Water Utility,20000
201206,78722,City of Austin,17300
201206,78722,Commercial,4288700
201206,78722,Irrigation - Commercial,1117700
201206,78722,Irrigation - City of Austin,1013800
201206,78723,Commercial,15251400
201206,78723,Irrigation - City of Austin,156900
201206,78723,City of Austin,3744100
201206,78723,Irrigation - Commercial,1835800
201206,78724,Austin Water Utility,0
201206,78724,City of Austin,5601700
201206,78724,Irrigation - Commercial,6451900
201206,78724,Commercial,7960200
201206,78724,Irrigation - City of Austin,0
201206,78725,City of Austin,232000
201206,78725,Large Volume,32939000
201206,78725,Commercial,5673000
201206,78725,Irrigation - Commercial,508100
201206,78725,Austin Water Utility,643100
201206,78725,Wholesale,416000
201206,78726,Austin Water Utility,0
201206,78726,City of Austin,437000
201206,78726,Commercial,8310700
201206,78726,Irrigation - Commercial,3429200
201206,78727,Commercial,15209800
201206,78727,Irrigation - Commercial,8162300
201206,78727,Irrigation - City of Austin,100
201206,78727,City of Austin,27800
201206,78728,Irrigation - Commercial,3375300
201206,78728,Large Volume,5032000
201206,78728,Wholesale,47535400
201206,78728,Commercial,3470900
201206,78729,Commercial,12514100
201206,78729,Irrigation - City of Austin,0
201206,78729,City of Austin,14500
201206,78729,Wholesale,47420900
201206,78729,Irrigation - Commercial,7187300
201206,78730,Commercial,3068500
201206,78730,Irrigation - Commercial,4261700
201206,78731,Irrigation - City of Austin,182400
201206,78731,City of Austin,1029400
201206,78731,Irrigation - Commercial,5670800
201206,78731,Austin Water Utility,0
201206,78731,Commercial,21887800
201206,78732,Commercial,692000
201206,78735,City of Austin,230500
201206,78735,Wholesale,639200
201206,78735,Commercial,8810000
201206,78735,Austin Water Utility,0
201206,78735,Irrigation - Commercial,3890900
201206,78735,Large Volume,23726000
201206,78736,Commercial,1605400
201206,78736,Irrigation - Commercial,279100
201206,78737,Commercial,488600
201206,78737,Irrigation - Commercial,197200
201206,78737,Wholesale,508500
201206,78739,Irrigation - Commercial,4723900
201206,78739,Commercial,1301000
201206,78739,Irrigation - City of Austin,10400
201206,78739,Wholesale,20708600
201206,78739,City of Austin,10000
201206,78741,Irrigation - Commercial,3907900
201206,78741,City of Austin,3187200
201206,78741,Irrigation - City of Austin,1907500
201206,78741,Austin Water Utility,56000
201206,78741,Commercial,17772500
201206,78741,Large Volume,37973100
201206,78742,Commercial,491900
201206,78742,Irrigation - Commercial,45100
201206,78744,Wholesale,2196000
201206,78744,Commercial,26880500
201206,78744,Irrigation - City of Austin,2980500
201206,78744,Austin Water Utility,360400
201206,78744,Irrigation - Commercial,8269900
201206,78744,City of Austin,970800
201206,78745,Irrigation - Commercial,6073000
201206,78745,City of Austin,1917400
201206,78745,Wholesale,8164200
201206,78745,Commercial,29648400
201206,78745,Irrigation - City of Austin,100600
201206,78746,Commercial,15824100
201206,78746,Irrigation - City of Austin,76700
201206,78746,Irrigation - Commercial,5624500
201206,78746,Wholesale,124130400
201206,78746,City of Austin,1923900
201206,78747,Wholesale,3510400
201206,78747,Commercial,1283300
201206,78747,Austin Water Utility,1174600
201206,78747,Irrigation - Commercial,979300
201206,78748,Wholesale,742200
201206,78748,Commercial,11856600
201206,78748,City of Austin,49300
201206,78748,Irrigation - Commercial,6137400
201206,78748,Irrigation - City of Austin,26000
201206,78749,Irrigation - City of Austin,32600
201206,78749,Austin Water Utility,100
