year_month,postal_code,customer_class,total_gallons
201205,78739,Residential,59969700.000000
201201,78729,Irrigation - Residential,1800.000000
201202,78726,Irrigation - Residential,1700.000000
201205,78745,Residential,90421200.000000
201205,78724,Multi-Family,11055900.000000
201204,78746,Residential,29161300.000000
201202,78750,Residential,36816100.000000
201207,78729,Residential,39158000.000000
201201,78758,Irrigation - Residential,0.000000
201201,78704,Irrigation - Multi-Family,836600.000000
201202,78741,Multi-Family,73949800.000000
201201,78653,Residential,1487700.000000
201205,78717,Multi-Family,7593800.000000
201206,78751,Multi-Family,13360100.000000
201203,78754,Multi-Family,11788900.000000
201205,78756,Residential,14333200.000000
201203,78722,Residential,7831500.000000
201206,78725,Residential,2792800.000000
201205,78727,Multi-Family,17831600.000000
201202,78702,Irrigation - Residential,6300.000000
201203,78747,Residential,19511200.000000
201203,78660,Multi-Family,125000.000000
201206,78703,Irrigation - Residential,1929800.000000
201203,78727,Irrigation - Residential,800.000000
201203,78751,Irrigation - Multi-Family,255200.000000
201205,78752,Irrigation - Multi-Family,100200.000000
201207,78617,Multi-Family,3651500.000000
201203,78731,Irrigation - Residential,161000.000000
201201,78717,Irrigation - Multi-Family,1491000.000000
201202,78724,Irrigation - Multi-Family,327200.000000
201203,78756,Residential,9634700.000000
201206,78703,Residential,77404200.000000
201204,78701,Irrigation - Multi-Family,177200.000000
201206,78722,Multi-Family,2871400.000000
201201,78746,Residential,24306500.000000
201205,78757,Residential,43425100.000000
201204,78731,Irrigation - Multi-Family,485000.000000
201205,78746,Residential,47847200.000000
201205,78726,Multi-Family,11411400.000000
201204,78727,Multi-Family,17900400.000000
201203,78741,Multi-Family,80321000.000000
201204,78717,Irrigation - Multi-Family,2401100.000000
201201,78749,Residential,56611700.000000
201203,78749,Irrigation - Residential,1300.000000
201205,78617,Multi-Family,2865600.000000
201202,78731,Residential,42084900.000000
201203,78712,Residential,0.000000
201207,78728,Irrigation - Multi-Family,1053400.000000
201206,78747,Residential,31896200.000000
201201,78745,Irrigation - Residential,10500.000000
201206,78617,Multi-Family,3621700.000000
201202,78717,Irrigation - Residential,0.000000
201203,78652,Residential,696200.000000
201206,78742,Residential,814500.000000
201204,78652,Irrigation - Residential,19500.000000
201205,78717,Irrigation - Multi-Family,3196400.000000
201205,78752,Residential,14668200.000000
201206,78752,Irrigation - Multi-Family,33400.000000
201204,78750,Residential,53336400.000000
201202,78741,Irrigation - Residential,3700.000000
201205,78751,Residential,18248100.000000
201204,78702,Irrigation - Multi-Family,502200.000000
201202,78757,Residential,26358100.000000
201202,78749,Irrigation - Multi-Family,2901300.000000
201207,78721,Multi-Family,4762500.000000
201205,78724,Irrigation - Multi-Family,35600.000000
201206,78756,Irrigation - Residential,60300.000000
201204,78744,Multi-Family,21669700.000000
201201,78736,Multi-Family,3273900.000000
201201,78758,Multi-Family,46974100.000000
201204,78754,Irrigation - Multi-Family,1253300.000000
201202,78653,Residential,752400.000000
201201,78754,Irrigation - Residential,36900.000000
201203,78727,Irrigation - Multi-Family,2363500.000000
201202,78746,Residential,21352700.000000
201203,78723,Residential,31024900.000000
201205,78756,Irrigation - Residential,89400.000000
201201,78728,Irrigation - Multi-Family,301300.000000
201206,78728,Multi-Family,7525300.000000
201204,78749,Irrigation - Multi-Family,2534200.000000
201207,78703,Multi-Family,13735400.000000
201201,78660,Residential,7234200.000000
201206,78724,Irrigation - Residential,49000.000000
201206,78736,Irrigation - Residential,19900.000000
201201,78731,Irrigation - Residential,209300.000000
201207,78726,Irrigation - Residential,33200.000000
201206,78727,Irrigation - Multi-Family,6297600.000000
201207,78736,Residential,24893000.000000
201202,78758,Multi-Family,39809200.000000
201204,78613,Irrigation - Multi-Family,58000.000000
201204,78727,Irrigation - Residential,5600.000000
201203,78757,Residential,29055000.000000
201202,78754,Irrigation - Residential,0.000000
201206,78749,Irrigation - Residential,11900.000000
201204,78735,Multi-Family,9895300.000000
201204,78653,Residential,925600.000000
201201,78701,Multi-Family,12638000.000000
201202,78729,Multi-Family,20808500.000000
201203,78701,Multi-Family,12766300.000000
201205,78758,Irrigation - Multi-Family,2858700.000000
201204,78731,Irrigation - Residential,321800.000000
201204,78757,Irrigation - Residential,59400.000000
201203,78703,Irrigation - Residential,649100.000000
201203,78756,Irrigation - Multi-Family,49600.000000
201204,78747,Residential,21095800.000000
201204,78719,Residential,1472900.000000
201206,78759,Irrigation - Residential,240000.000000
201201,78744,Residential,52127200.000000
201201,78741,Irrigation - Multi-Family,1931100.000000
201204,78725,Multi-Family,255900.000000
201205,78736,Residential,17419200.000000
201203,78719,Residential,1448200.000000
201205,78653,Residential,1135800.000000
201202,78701,Residential,819600.000000
201205,78728,Multi-Family,7424200.000000
201205,78721,Irrigation - Multi-Family,235000.000000
201202,78705,Irrigation - Multi-Family,313000.000000
201206,78728,Residential,6587100.000000
201201,78749,Multi-Family,15270700.000000
201207,78617,Residential,23282700.000000
201206,78731,Multi-Family,19412800.000000
201201,78745,Residential,74992300.000000
201201,78750,Irrigation - Multi-Family,365800.000000
201207,78703,Irrigation - Multi-Family,885800.000000
201206,78719,Multi-Family,518800.000000
201201,78704,Residential,41373500.000000
201205,78753,Irrigation - Multi-Family,3530900.000000
201204,78705,Residential,9354800.000000
201207,78730,Multi-Family,4870600.000000
201207,78726,Irrigation - Multi-Family,6229100.000000
201202,78749,Irrigation - Residential,1300.000000
201206,78704,Multi-Family,50192900.000000
201206,78751,Residential,19950300.000000
201202,78724,Residential,16923900.000000
201202,78750,Irrigation - Residential,0.000000
201201,78735,Irrigation - Multi-Family,819400.000000
201201,78759,Irrigation - Residential,29300.000000
201206,78752,Multi-Family,23475500.000000
201201,78722,Residential,8086700.000000
201206,78660,Multi-Family,141200.000000
201206,78747,Irrigation - Residential,192600.000000
201203,78746,Multi-Family,13126500.000000
201204,78722,Irrigation - Multi-Family,0.000000
201203,78717,Residential,24170500.000000
201203,78750,Residential,39640200.000000
201201,78757,Irrigation - Residential,36300.000000
201206,78754,Residential,30403200.000000
201201,78727,Multi-Family,19829600.000000
201205,78701,Multi-Family,13290500.000000
201202,78746,Irrigation - Residential,181000.000000
201205,78754,Residential,24659300.000000
201206,78747,Irrigation - Multi-Family,1183500.000000
201204,78735,Irrigation - Multi-Family,1026000.000000
201207,78735,Residential,42319900.000000
201206,78724,Irrigation - Multi-Family,100800.000000
201201,78705,Multi-Family,22228600.000000
201204,78652,Residential,797700.000000
201203,78728,Irrigation - Multi-Family,125800.000000
201202,78735,Multi-Family,8702700.000000
201207,78727,Irrigation - Multi-Family,8060700.000000
201206,78756,Residential,15243200.000000
201205,78705,Irrigation - Multi-Family,459500.000000
201203,78754,Residential,17608200.000000
201202,78753,Irrigation - Residential,0.000000
201204,78728,Residential,4502800.000000
201201,78722,Irrigation - Residential,0.000000
201205,78722,Residential,10616800.000000
201203,78721,Irrigation - Residential,300.000000
201203,78742,Multi-Family,283800.000000
201206,78702,Irrigation - Residential,30800.000000
201204,78741,Irrigation - Residential,4300.000000
201207,78729,Irrigation - Multi-Family,3839900.000000
201201,78726,Residential,13807000.000000
201204,78753,Multi-Family,47762200.000000
201205,78745,Irrigation - Residential,70000.000000
201203,78613,Irrigation - Multi-Family,13000.000000
201206,78741,Irrigation - Multi-Family,3280500.000000
201205,78759,Multi-Family,39862400.000000
201207,78613,Irrigation - Multi-Family,54000.000000
201202,78705,Irrigation - Residential,48700.000000
201206,78748,Irrigation - Residential,12000.000000
201202,78701,Multi-Family,12086900.000000
201201,78756,Residential,10387600.000000
201204,78742,Multi-Family,313300.000000
201205,78736,Multi-Family,2270600.000000
201206,78744,Irrigation - Multi-Family,1203400.000000
201203,78724,Multi-Family,14170000.000000
201205,78729,Residential,28412500.000000
201206,78723,Irrigation - Multi-Family,150300.000000
201205,78702,Irrigation - Residential,33500.000000
201203,78703,Irrigation - Multi-Family,215200.000000
201206,78745,Multi-Family,35485600.000000
201202,78739,Irrigation - Residential,0.000000
201201,78652,Irrigation - Residential,38500.000000
201204,78747,Irrigation - Multi-Family,430600.000000
201203,78738,Residential,8200.000000
201204,78703,Multi-Family,11659700.000000
201207,78719,Multi-Family,590400.000000
201202,78759,Multi-Family,33035800.000000
201206,78757,Irrigation - Residential,78300.000000
201205,78750,Residential,73552300.000000
201202,78756,Multi-Family,6100500.000000
201202,78742,Multi-Family,343100.000000
201201,78703,Multi-Family,12276800.000000
201206,78729,Residential,35317700.000000
201201,78723,Multi-Family,21808300.000000
201202,78747,Irrigation - Residential,71600.000000
201201,78727,Irrigation - Multi-Family,1784400.000000
201204,78748,Multi-Family,14419500.000000
201201,78746,Irrigation - Multi-Family,373500.000000
201204,78758,Multi-Family,43118500.000000
201203,78751,Irrigation - Residential,42200.000000
201204,78723,Residential,33834900.000000
201206,78725,Multi-Family,333900.000000
201207,78727,Residential,67577000.000000
201203,78747,Irrigation - Multi-Family,121700.000000
201202,78724,Multi-Family,9483000.000000
201205,78704,Irrigation - Multi-Family,1991800.000000
201201,78702,Irrigation - Residential,0.000000
201207,78728,Multi-Family,9007000.000000
201204,78617,Residential,18481300.000000
201207,78702,Irrigation - Multi-Family,1398800.000000
201206,78746,Irrigation - Residential,611900.000000
201203,78757,Multi-Family,13376900.000000
201204,78730,Residential,7678500.000000
201202,78702,Multi-Family,8096600.000000
201204,78746,Irrigation - Residential,282000.000000
201206,78723,Residential,45290000.000000
201201,78712,Residential,0.000000
201205,78746,Irrigation - Residential,426200.000000
201202,78717,Multi-Family,7520400.000000
201204,78753,Irrigation - Residential,0.000000
201206,78741,Residential,21802700.000000
201203,78617,Residential,17803300.000000
201207,78724,Irrigation - Multi-Family,137800.000000
201203,78736,Multi-Family,2583400.000000
201201,78731,Residential,51032600.000000
201202,78660,Multi-Family,144500.000000
201202,78736,Irrigation - Residential,3800.000000
201201,78756,Irrigation - Multi-Family,76900.000000
201201,78748,Irrigation - Residential,0.000000
201202,78704,Residential,36101000.000000
201202,78753,Irrigation - Multi-Family,1936300.000000
201201,78752,Residential,12420600.000000
201202,78751,Irrigation - Residential,51600.000000
201204,78756,Multi-Family,6176700.000000
201205,78749,Residential,88251500.000000
201206,78758,Residential,57653800.000000
201205,78660,Multi-Family,150300.000000
201203,78726,Multi-Family,11131400.000000
201202,78756,Irrigation - Multi-Family,68600.000000
201204,78744,Residential,48403800.000000
201207,78721,Irrigation - Multi-Family,301000.000000
201205,78731,Irrigation - Multi-Family,973200.000000
201204,78750,Irrigation - Residential,19800.000000
201203,78744,Irrigation - Residential,500.000000
201202,78723,Irrigation - Multi-Family,151300.000000
201204,78739,Residential,33555500.000000
201202,78745,Residential,63633400.000000
201204,78748,Irrigation - Residential,2000.000000
201206,78729,Multi-Family,26979400.000000
201204,78758,Residential,41812900.000000
201206,78751,Irrigation - Residential,86600.000000
201202,78728,Irrigation - Multi-Family,187900.000000
201204,78704,Residential,43624800.000000
201207,78725,Multi-Family,311700.000000
201207,78717,Irrigation - Residential,31000.000000
201202,78748,Irrigation - Residential,0.000000
201203,78725,Residential,1988200.000000
201206,78736,Residential,19419800.000000
201204,78703,Irrigation - Residential,1041600.000000
201206,78750,Irrigation - Multi-Family,2466100.000000
201202,78758,Residential,35294500.000000
201204,78729,Multi-Family,22276000.000000
201206,78741,Irrigation - Residential,27700.000000
201204,78736,Residential,12997900.000000
201201,78702,Multi-Family,10464800.000000
201203,78758,Irrigation - Multi-Family,1046100.000000
201207,78723,Irrigation - Multi-Family,153300.000000
201202,78744,Residential,45490200.000000
201202,78729,Residential,17513400.000000
201206,78731,Irrigation - Residential,809700.000000
201201,78719,Residential,1631000.000000
201203,78701,Residential,1014400.000000
201204,78726,Multi-Family,11272400.000000
201201,78741,Multi-Family,77097400.000000
201206,78759,Irrigation - Multi-Family,1710600.000000
201203,78736,Irrigation - Multi-Family,262300.000000
201203,78759,Irrigation - Multi-Family,641000.000000
201203,78702,Irrigation - Residential,27000.000000
201201,78744,Irrigation - Residential,2500.000000
201202,78652,Irrigation - Residential,42200.000000
201204,78752,Multi-Family,21059100.000000
201207,78703,Residential,87302400.000000
201206,78717,Multi-Family,8582600.000000
201204,78660,Irrigation - Residential,12900.000000
201201,78748,Residential,62831800.000000
201203,78660,Irrigation - Residential,5900.000000
201205,78721,Multi-Family,4599200.000000
201206,78727,Residential,59160300.000000
201202,78737,Residential,4229900.000000
201207,78652,Residential,1034400.000000
201205,78735,Irrigation - Multi-Family,1693000.000000
201203,78730,Irrigation - Multi-Family,485100.000000
201207,78731,Irrigation - Multi-Family,1268200.000000
201205,78749,Irrigation - Residential,7600.000000
201201,78752,Multi-Family,23789800.000000
201201,78724,Irrigation - Multi-Family,393100.000000
201202,78727,Multi-Family,18099300.000000
201202,78725,Irrigation - Multi-Family,0.000000
201203,78744,Irrigation - Multi-Family,220000.000000
201206,78705,Irrigation - Multi-Family,495600.000000
